cn8,hs12
84081031,840810
84081039,840810
84081041,840810
84081049,840810
84081051,840810
84081059,840810
84081061,840810
84081069,840810
84081071,840810
84081079,840810
84081081,840810
84081089,840810
84081091,840810
84081099,840810
84082010,840820
84082031,840820
84082035,840820
84082037,840820
84082051,840820
84082055,840820
84082057,840820
84082099,840820
84089021,840890
84089027,840890
84089041,840890
84089043,840890
84089045,840890
84089047,840890
84089061,840890
84089065,840890
84089067,840890
84089081,840890
84089085,840890
84089089,840890
84091000,840910
84099100,840991
84099900,840999
84101100,841011
84101200,841012
84101300,841013
84109000,841090
84111100,841111
84111210,841112
84111230,841112
84111280,841112
84112100,841121
84112220,841122
84112280,841122
84118100,841181
84118220,841182
84118260,841182
84118280,841182
84119100,841191
84119900,841199
84121000,841210
84122120,841221
84122180,841221
84122920,841229
84122981,841229
84122989,841229
84123100,841231
84123900,841239
84128010,841280
84128080,841280
84129020,841290
84129040,841290
84129080,841290
84131100,841311
84131900,841319
84132000,841320
84133020,841330
84133080,841330
84134000,841340
84135020,841350
84135040,841350
84135061,841350
84135069,841350
84135080,841350
84136020,841360
84136031,841360
84136039,841360
84136061,841360
84136069,841360
84136070,841360
84136080,841360
84137021,841370
84137029,841370
84137030,841370
84137035,841370
84137045,841370
84137051,841370
84137059,841370
84137065,841370
84137075,841370
84137081,841370
84137089,841370
84138100,841381
84138200,841382
84139100,841391
84139200,841392
84141015,841410
84141025,841410
84141081,841410
84141089,841410
84142020,841420
84142080,841420
84143020,841430
84143081,841430
84143089,841430
84144010,841440
84144090,841440
84145100,841451
84145915,841459
84145925,841459
84145935,841459
84145995,841459
84146000,841460
84147000,841460
84147000,841480
84147000,842139
84148011,841480
84148019,841480
84148022,841480
84148028,841480
84148051,841480
84148059,841480
84148073,841480
84148075,841480
84148078,841480
84148080,841480
84149000,841490
84149000,842199
84151010,841510
84151090,841510
84152000,841520
84158100,841581
84158200,841582
84158300,841583
84159000,841590
84161010,841610
84161090,841610
84162010,841620
84162020,841620
84162080,841620
84163000,841630
84169000,841690
84171000,841710
84172010,841720
84172090,841720
84178030,841780
84178050,841780
84178070,841780
84179000,841790
84181020,841810
84181020,841850
84181080,841810
84181080,841850
84182110,841821
84182151,841821
84182159,841821
84182191,841821
84182199,841821
84182900,841829
84183020,841830
84183080,841830
84184020,841840
84184080,841840
84185011,841850
84185019,841850
84185090,841850
84186100,841861
84186900,841869
84189100,841891
84189910,841899
84189990,841899
84191100,841911
84191200,841919
84191900,841919
84192000,841920
84193300,841931
84193300,841932
84193300,841939
84193400,841931
84193500,841932
84193900,841939
84194000,841940
84195020,841950
84195080,841950
84196000,841960
84198120,841981
84198180,841981
84198910,841989
84198930,841989
84198998,841989
84199015,841990
84199085,841990
84201010,842010
84201030,842010
84201081,842010
84201089,842010
84209110,842091
84209180,842091
84209900,842099
84211100,842111
84211200,842112
84211920,842119
84211970,842119
84212100,842121
84212200,842122
84212300,842123
84212920,842129
84212980,842129
84213100,842131
84213200,842139
84213915,842139
84213925,842139
84213935,842139
84213985,842139
84219100,842191
84219910,842199
84219990,842199
84221100,842211
84221900,842219
84222000,842220
84223000,842230
84224000,842240
84229010,842290
84229090,842290
84231010,842310
84231090,842310
84232010,842320
84232090,842320
84233010,842330
84233090,842330
84238121,842381
84238123,842381
84238125,842381
84238129,842381
84238180,842381
84238220,842382
84238281,842382
84238289,842382
84238920,842389
84238980,842389
84239010,842390
84239090,842390
84241000,842410
84242000,842420
84243001,842430
84243008,842430
84243010,842430
84243090,842430
84244100,842481
84244910,842481
84244990,842481
84248210,842481
84248290,842481
84248940,842489
84248970,842489
84249020,842490
84249080,842490
84251100,842511
84251900,842519
84253100,842531
84253900,842539
84254100,842541
84254200,842542
84254900,842549
84261100,842611
84261200,842612
84261900,842619
84262000,842620
84263000,842630
84264100,842641
84264900,842649
84269110,842691
84269190,842691
84269900,842699
84271010,842710
84271090,842710
84272011,842720
84272019,842720
84272090,842720
84279000,842790
84281020,842810
84281080,842810
84282020,842820
84282080,842820
84283100,842831
84283200,842832
84283300,842833
84283920,842839
84283990,842839
84284000,842840
84286000,842860
84287000,842890
84289071,842890
84289079,842890
84289090,842890
84291100,842911
84291900,842919
84292000,842920
84293000,842930
84294010,842940
84294030,842940
84294090,842940
84295110,842951
84295191,842951
84295199,842951
84295210,842952
84295290,842952
84295900,842959
84301000,843010
84302000,843020
84303100,843031
84303900,843039
84304100,843041
84304900,843049
84305000,843050
84306100,843061
84306900,843069
84311000,843110
84312000,843120
84313100,843131
84313900,843139
84314100,843141
84314200,843142
84314300,843143
84314920,843149
84314980,843149
84321000,843210
84322100,843221
84322910,843229
84322930,843229
84322950,843229
84322990,843229
84323100,843230
84323911,843230
84323919,843230
84323990,843230
84324100,843240
84324200,843240
84328000,843280
84329000,843290
84331110,843311
84331151,843311
84331159,843311
84331190,843311
84331910,843319
84331951,843319
84331959,843319
84331970,843319
84331990,843319
84332010,843320
84332050,843320
84332090,843320
84333000,843330
84334000,843340
84335100,843351
84335200,843352
84335310,843353
84335330,843353
84335390,843353
84335911,843359
84335919,843359
84335985,843359
84336000,843360
84339000,843390
84341000,843410
84342000,843420
84349000,843490
84351000,843510
84359000,843590
84361000,843610
84362100,843621
84362900,843629
84368010,843680
84368090,843680
84369100,843691
84369900,843699
84371000,843710
84378000,843780
84379000,843790
84381010,843810
84381090,843810
84382000,843820
84383000,843830
84384000,843840
84385000,843850
84386000,843860
84388010,843880
84388091,843880
84388099,843880
84389000,843890
84391000,843910
84392000,843920
84393000,843930
84399100,843991
84399900,843999
84401010,844010
84401020,844010
84401030,844010
84401040,844010
84401090,844010
84409000,844090
84411010,844110
84411020,844110
84411030,844110
84411070,844110
84412000,844120
84413000,844130
84414000,844140
84418000,844180
84419010,844190
84419090,844190
84423000,844230
84424000,844240
84425000,844250
84431100,844311
84431200,844312
84431310,844313
84431332,844313
84431334,844313
84431338,844313
84431390,844313
84431400,844314
84431500,844315
84431600,844316
84431700,844317
84431920,844319
84431940,844319
84431970,844319
84433100,844331
84433210,844332
84433280,844332
84433900,844339
84439110,844391
84439191,844391
84439199,844391
84439910,844399
84439990,844399
84440010,844400
84440090,844400
84451100,844511
84451200,844512
84451300,844513
84451900,844519
84452000,844520
84453000,844530
84454000,844540
84459000,844590
84461000,844610
84462100,844621
84462900,844629
84463000,844630
84471100,844711
84471200,844712
84472020,844720
84472080,844720
84479000,844790
84481100,844811
84481900,844819
84482000,844820
84483100,844831
84483200,844832
84483300,844833
84483900,844839
84484200,844842
84484900,844849
84485110,844851
84485190,844851
84485900,844859
84490000,844900
84501111,845011
84501119,845011
84501190,845011
84501200,845012
84501900,845019
84502000,845020
84509000,845090
84511000,845110
84512100,845121
84512900,845129
84513000,845130
84514000,845140
84515000,845150
84518010,845180
84518030,845180
84518080,845180
84519000,845190
84521011,845210
84521019,845210
84521090,845210
84522100,845221
84522900,845229
84523000,845230
84529000,845290
84531000,845310
84532000,845320
84538000,845380
84539000,845390
84541000,845410
84542000,845420
84543010,845430
84543090,845430
84549000,845490
84551000,845510
84552100,845521
84552200,845522
84553010,845530
84553031,845530
84553039,845530
84553090,845530
84559000,845590
84561110,845610
84561190,845610
84561210,845610
84561290,845610
84562000,845620
84563011,845630
84563019,845630
84563090,845630
84564000,845690
84565000,845690
84569000,845690
84571010,845710
84571090,845710
84572000,845720
84573010,845730
84573090,845730
84581120,845811
84581141,845811
84581149,845811
84581180,845811
84581900,845819
84589120,845891
84589180,845891
84589900,845899
84591000,845910
84592100,845921
84592900,845929
84593100,845931
84593900,845939
84594100,845940
84594900,845940
84595100,845951
84595900,845959
84596110,845961
84596190,845961
84596910,845969
84596990,845969
84597000,845970
84601200,846011
84601200,846090
84601900,846019
84601900,846090
84602200,846021
84602200,846090
84602300,846021
84602300,846090
84602400,846021
84602400,846090
84602910,846029
84602910,846090
84602990,846029
84602990,846090
84603100,846031
84603900,846039
84604010,846040
84604090,846040
84609000,846090
84612000,846120
84613010,846130
84613090,846130
84614011,846140
84614019,846140
84614031,846140
84614039,846140
84614071,846140
84614079,846140
84614090,846140
84615011,846150
84615019,846150
84615090,846150
84619000,846190
84621110,846210
84621190,846210
84621910,846210
84621990,846210
84622210,846221
84622210,846229
84622290,846221
84622290,846229
84622300,846221
84622400,846221
84622500,846221
84622600,846221
84622900,846221
84622900,846229
84623210,846231
84623210,846239
84623290,846231
84623290,846239
84623300,846231
84623900,846239
84624200,846241
84624200,846299
84624900,846249
84624900,846299
84625100,846210
84625100,846221
84625100,846231
84625100,846241
84625900,846210
84625900,846229
84625900,846239
84625900,846249
84626110,846210
84626110,846221
84626110,846229
84626110,846231
84626110,846239
84626110,846241
84626110,846249
84626110,846291
84626190,846210
84626190,846221
84626190,846229
84626190,846231
84626190,846239
84626190,846241
84626190,846249
84626190,846291
84626210,846210
84626210,846221
84626210,846229
84626210,846231
84626210,846239
84626210,846241
84626210,846249
84626210,846299
84626290,846210
84626290,846221
84626290,846229
84626290,846231
84626290,846239
84626290,846241
84626290,846249
84626290,846299
84626310,846210
